Order Date,Product Name,Category,Region,Quantity,Sales,Cost,Profit
5/2/2023,Keyboard,Accessories,South,6,1362,1159.32,202.68
1/13/2022,Mouse,Accessories,East,7,3843,3464.97,378.03
9/9/2022,Printer,Office,East,2,2080,1629.76,450.24
4/7/2022,Mouse,Accessories,South,5,1210,1008.55,201.45
11/15/2023,Printer,Office,West,3,2316,1959.5,356.5
7/18/2023,Monitor,Accessories,West,6,3366,2751.78,614.22
6/7/2024,Tablet,Electronics,West,9,6507,5431.49,1075.51
5/14/2024,Mouse,Accessories,South,1,384,348.64,35.36
1/5/2022,Laptop,Electronics,South,5,3625,3061.05,563.95
12/14/2022,Tablet,Electronics,South,1,400,354.84,45.16
2/22/2022,Monitor,Accessories,North,5,2880,2670.42,209.58
3/28/2023,Printer,Office,West,6,1608,1305.68,302.32
2/8/2023,Headphones,Accessories,South,2,1574,1377.16,196.84
9/13/2024,Keyboard,Accessories,East,3,2478,1893.63,584.37
9/20/2024,Headphones,Accessories,East,8,8872,7385.42,1486.58
3/24/2024,Printer,Office,East,8,2320,1651.37,668.63
7/29/2023,Headphones,Accessories,West,3,171,161.98,9.02
11/20/2024,Keyboard,Accessories,South,8,4536,3908.87,627.13
6/9/2024,Headphones,Accessories,South,3,1308,1234.72,73.28
10/27/2022,Laptop,Electronics,North,4,4048,3406.77,641.23
5/29/2022,Tablet,Electronics,East,9,4041,3077.42,963.58
5/24/2024,Headphones,Accessories,South,5,5665,5332.54,332.46
11/29/2023,Mouse,Accessories,South,6,6876,5846.08,1029.92
3/2/2023,Monitor,Accessories,South,1,617,471.63,145.37
9/15/2022,Monitor,Accessories,South,6,1440,1309.6,130.4
4/17/2024,Smartwatch,Electronics,East,8,472,355.64,116.36
6/30/2023,Laptop,Electronics,North,5,5640,4412.23,1227.77
10/26/2022,Headphones,Accessories,West,6,2640,1971.88,668.12
7/13/2024,Smartphone,Electronics,South,3,768,695.33,72.67
2/22/2024,Keyboard,Accessories,South,1,725,643.04,81.96
4/28/2024,Headphones,Accessories,North,8,1080,869.31,210.69
10/30/2024,Headphones,Accessories,South,1,393,352.66,40.34
6/11/2024,Smartwatch,Electronics,North,4,1264,892.08,371.92
9/3/2022,Headphones,Accessories,South,9,4797,3603.05,1193.95
3/27/2022,Tablet,Electronics,East,8,2080,1928.86,151.14
2/16/2022,Camera,Electronics,West,4,3812,3499.2,312.8
2/25/2024,Mouse,Accessories,West,5,3695,3231.43,463.57
1/31/2022,Mouse,Accessories,South,1,1159,814.78,344.22
8/6/2024,Tablet,Electronics,West,9,4149,3543.48,605.52
12/5/2023,Keyboard,Accessories,East,2,1446,1274.27,171.73
7/24/2024,Laptop,Electronics,South,1,225,176.18,48.82
12/9/2022,Headphones,Accessories,South,1,355,328.2,26.8
9/15/2023,Tablet,Electronics,West,7,3164,2997.6,166.4
10/28/2022,Smartwatch,Electronics,East,1,498,459.33,38.67
4/28/2023,Headphones,Accessories,South,5,1315,1097.21,217.79
9/13/2024,Headphones,Accessories,North,5,2805,2366.11,438.89
11/1/2022,Monitor,Accessories,East,5,5180,4453.38,726.62
6/7/2022,Camera,Electronics,North,5,4045,3841.65,203.35
6/22/2024,Laptop,Electronics,North,9,8793,6530.57,2262.43
8/8/2024,Headphones,Accessories,South,8,2592,2065.62,526.38
2/8/2022,Keyboard,Accessories,East,7,7819,6110.16,1708.84
7/11/2024,Smartwatch,Electronics,North,7,2919,2593.65,325.35
6/3/2023,Printer,Office,South,3,768,682.63,85.37
12/2/2023,Smartphone,Electronics,West,2,1736,1347.91,388.09
7/18/2023,Smartwatch,Electronics,South,7,6293,5903.78,389.22
3/21/2024,Headphones,Accessories,South,6,3684,3206.98,477.02
12/24/2024,Printer,Office,South,9,8370,7305.35,1064.65
8/24/2023,Keyboard,Accessories,South,4,3788,2912.46,875.54
8/22/2023,Laptop,Electronics,West,8,8296,6411.82,1884.18
10/10/2022,Tablet,Electronics,West,5,325,303.99,21.01
8/16/2024,Camera,Electronics,North,2,2216,1771.64,444.36
1/31/2022,Laptop,Electronics,North,8,7064,5190.98,1873.02
8/8/2024,Mouse,Accessories,East,9,2538,1962.59,575.41
3/13/2024,Headphones,Accessories,North,1,1151,1073.78,77.22
1/18/2022,Keyboard,Accessories,East,1,717,579.73,137.27
1/12/2022,Smartwatch,Electronics,East,8,3048,2603.7,444.3
2/19/2024,Keyboard,Accessories,South,3,2070,1906.77,163.23
8/14/2023,Camera,Electronics,East,5,3630,3092.07,537.93
4/13/2022,Tablet,Electronics,East,7,896,676.02,219.98
2/29/2024,Tablet,Electronics,East,7,1981,1669.56,311.44
7/16/2023,Headphones,Accessories,West,6,7140,6534.78,605.22
4/13/2023,Monitor,Accessories,North,5,1015,929.94,85.06
8/12/2024,Headphones,Accessories,North,4,524,471.69,52.31
7/19/2023,Smartwatch,Electronics,North,2,1678,1305.22,372.78
5/26/2023,Tablet,Electronics,South,4,3260,2290.24,969.76
10/18/2024,Headphones,Accessories,South,5,720,505.69,214.31
5/4/2024,Printer,Office,West,4,1792,1374.01,417.99
6/18/2022,Tablet,Electronics,South,9,3096,2590.92,505.08
9/6/2024,Keyboard,Accessories,South,5,1400,1126.61,273.39
2/5/2023,Smartwatch,Electronics,North,4,508,470.06,37.94
9/16/2022,Tablet,Electronics,East,7,2646,2265.17,380.83
3/7/2024,Mouse,Accessories,East,1,357,277.14,79.86
12/28/2023,Tablet,Electronics,North,1,373,319.85,53.15
3/24/2023,Smartphone,Electronics,East,1,266,210.48,55.52
10/7/2024,Smartphone,Electronics,North,4,344,318.3,25.7
6/17/2024,Smartphone,Electronics,North,7,1806,1497.08,308.92
3/10/2023,Printer,Office,North,9,7281,6884.72,396.28
6/28/2024,Smartwatch,Electronics,West,7,3094,2630.28,463.72
6/2/2024,Keyboard,Accessories,East,2,252,184.63,67.37
4/27/2022,Camera,Electronics,East,9,2691,1929.84,761.16
4/26/2024,Printer,Office,West,6,990,887.17,102.83
6/5/2022,Smartwatch,Electronics,South,4,3236,2580.82,655.18
4/27/2022,Laptop,Electronics,East,4,1076,951.44,124.56
8/10/2022,Tablet,Electronics,North,4,1428,1267.46,160.54
4/22/2022,Keyboard,Accessories,East,5,1000,707.96,292.04
6/10/2022,Smartwatch,Electronics,South,9,3429,2430.18,998.82
10/17/2023,Monitor,Accessories,West,5,4730,3313.9,1416.1
11/4/2023,Monitor,Accessories,South,6,6630,6117.4,512.6
10/22/2024,Camera,Electronics,South,7,2296,2157.07,138.93
1/15/2023,Monitor,Accessories,East,7,7420,6312.69,1107.31
4/23/2022,Printer,Office,South,7,2338,1806.5,531.5
6/11/2022,Keyboard,Accessories,South,7,4039,3618.71,420.29
5/19/2023,Laptop,Electronics,East,2,990,913.13,76.87
8/5/2023,Laptop,Electronics,West,1,733,678.89,54.11
1/24/2024,Smartphone,Electronics,East,3,2421,2086.39,334.61
3/14/2024,Keyboard,Accessories,East,8,832,617.19,214.81
5/13/2022,Smartwatch,Electronics,East,1,483,384.85,98.15
2/27/2023,Keyboard,Accessories,North,6,2508,2027.52,480.48
10/1/2023,Keyboard,Accessories,North,7,4032,3605.87,426.13
4/15/2022,Keyboard,Accessories,East,8,3208,2367.03,840.97
5/10/2024,Smartwatch,Electronics,South,6,3402,2544.39,857.61
12/6/2024,Headphones,Accessories,North,1,541,488.5,52.5
2/8/2022,Smartwatch,Electronics,West,7,1806,1676.4,129.6
8/3/2024,Headphones,Accessories,South,3,2433,1917.72,515.28
11/10/2023,Keyboard,Accessories,East,6,5880,5425.81,454.19
5/24/2023,Mouse,Accessories,West,3,3375,2923.5,451.5
5/30/2024,Tablet,Electronics,North,8,6960,5046.42,1913.58
8/6/2024,Keyboard,Accessories,West,4,316,283.21,32.79
10/10/2022,Tablet,Electronics,North,9,1404,1314.57,89.43
3/8/2024,Keyboard,Accessories,North,9,5823,5344.78,478.22
5/16/2024,Headphones,Accessories,South,6,2790,2070.85,719.15
5/31/2024,Tablet,Electronics,West,7,1169,1099.59,69.41
10/26/2023,Printer,Office,East,8,6016,5609.87,406.13
10/15/2022,Smartwatch,Electronics,North,7,7154,5976.49,1177.51
1/29/2024,Keyboard,Accessories,West,2,370,267.26,102.74
3/16/2024,Monitor,Accessories,West,1,430,316.43,113.57
4/28/2022,Smartwatch,Electronics,West,1,946,665.47,280.53
5/20/2024,Tablet,Electronics,South,8,984,910.16,73.84
11/26/2022,Keyboard,Accessories,East,9,1467,1094.83,372.17
8/16/2023,Smartphone,Electronics,South,4,2444,2288.58,155.42
11/2/2023,Mouse,Accessories,North,9,8640,7385.7,1254.3
7/17/2023,Smartwatch,Electronics,West,9,3861,3324.96,536.04
7/24/2022,Keyboard,Accessories,North,1,868,807.88,60.12
11/3/2024,Laptop,Electronics,South,9,1746,1485.5,260.5
8/19/2024,Printer,Office,South,1,915,785.92,129.08
9/15/2024,Smartwatch,Electronics,East,9,3591,3168,423
1/28/2023,Camera,Electronics,East,6,2562,1949.64,612.36
11/28/2022,Smartwatch,Electronics,West,9,5382,4344.96,1037.04
11/18/2024,Smartwatch,Electronics,East,4,2792,2621.04,170.96
4/23/2022,Headphones,Accessories,East,4,2160,1528.1,631.9
5/23/2023,Monitor,Accessories,West,7,6377,5044.14,1332.86
5/17/2024,Smartphone,Electronics,East,8,5264,4212.5,1051.5
12/18/2023,Laptop,Electronics,North,2,1346,1149.5,196.5
8/19/2023,Camera,Electronics,South,7,7301,5989.35,1311.65
4/20/2023,Keyboard,Accessories,South,2,2016,1817.74,198.26
6/30/2022,Laptop,Electronics,North,6,1266,1045.5,220.5
4/11/2023,Mouse,Accessories,West,2,140,104.82,35.18
7/22/2024,Camera,Electronics,East,8,6520,5446.38,1073.62
2/19/2022,Keyboard,Accessories,East,1,582,552.09,29.91
3/10/2024,Printer,Office,West,1,245,230.5,14.5
4/27/2024,Mouse,Accessories,South,1,504,360.88,143.12
10/6/2022,Monitor,Accessories,South,6,6834,5622.25,1211.75
10/1/2022,Headphones,Accessories,West,8,5712,4520.98,1191.02
5/9/2023,Laptop,Electronics,South,5,4485,4137.01,347.99
6/2/2024,Headphones,Accessories,West,8,2304,2012.54,291.46
6/23/2024,Mouse,Accessories,North,6,6576,5760.44,815.56
11/16/2022,Keyboard,Accessories,South,9,10629,7785.46,2843.54
3/12/2022,Camera,Electronics,East,1,706,552.41,153.59
4/16/2022,Headphones,Accessories,South,1,977,873.18,103.82
4/16/2023,Smartwatch,Electronics,South,4,776,702.84,73.16
10/12/2022,Tablet,Electronics,West,4,3932,3622.57,309.43
10/29/2022,Keyboard,Accessories,East,3,1263,894.54,368.46
8/1/2022,Keyboard,Accessories,East,8,7064,6318.76,745.24
4/20/2023,Keyboard,Accessories,West,4,4740,3993.23,746.77
3/25/2024,Printer,Office,South,7,4522,3384.77,1137.23
12/28/2023,Tablet,Electronics,South,7,2009,1825.81,183.19
4/18/2024,Smartphone,Electronics,East,2,2110,1561.88,548.12
9/26/2024,Mouse,Accessories,West,1,95,88.03,6.97
11/19/2023,Smartwatch,Electronics,East,1,384,300.42,83.58
4/23/2023,Tablet,Electronics,North,3,3471,3270.92,200.08
6/20/2023,Tablet,Electronics,West,4,2048,1540.99,507.01
8/5/2022,Monitor,Accessories,South,8,9296,6714.94,2581.06
5/28/2022,Laptop,Electronics,West,8,5272,4083.84,1188.16
1/18/2024,Headphones,Accessories,East,1,619,491.42,127.58
4/27/2023,Laptop,Electronics,North,1,448,394.8,53.2
6/10/2022,Keyboard,Accessories,North,9,5004,3690.87,1313.13
12/5/2023,Keyboard,Accessories,North,4,4716,4011.01,704.99
5/11/2022,Printer,Office,West,9,7506,6678.83,827.17
1/11/2024,Keyboard,Accessories,North,7,4095,3211.44,883.56
7/31/2024,Smartwatch,Electronics,North,7,4459,3421.73,1037.27
10/31/2022,Tablet,Electronics,South,5,620,557.51,62.49
8/17/2022,Smartwatch,Electronics,West,2,2362,2176.11,185.89
3/28/2022,Printer,Office,North,2,606,451.01,154.99
7/26/2024,Camera,Electronics,East,4,1084,949.58,134.42
2/4/2022,Laptop,Electronics,North,8,2880,2564.13,315.87
4/20/2023,Laptop,Electronics,West,8,4544,3816.95,727.05
9/8/2024,Mouse,Accessories,West,4,556,470.37,85.63
11/30/2023,Laptop,Electronics,North,5,505,433.03,71.97
3/3/2023,Tablet,Electronics,West,5,2595,1820.8,774.2
1/24/2023,Headphones,Accessories,South,5,2820,2082.32,737.68
10/29/2023,Keyboard,Accessories,East,2,1018,720.79,297.21
3/4/2023,Laptop,Electronics,East,4,944,767.44,176.56
8/30/2023,Tablet,Electronics,East,1,610,565.01,44.99
5/25/2024,Camera,Electronics,South,4,912,830.35,81.65
4/2/2023,Monitor,Accessories,West,9,10413,8674.37,1738.63
7/27/2023,Printer,Office,West,8,2176,1777.71,398.29
1/4/2022,Printer,Office,East,6,6108,4619.6,1488.4
2/14/2024,Mouse,Accessories,West,2,1148,974.11,173.89
5/1/2024,Monitor,Accessories,East,8,8824,8226.9,597.1
6/17/2022,Headphones,Accessories,North,5,2240,2080.42,159.58
2/17/2022,Camera,Electronics,North,2,1312,925.21,386.79
2/2/2023,Laptop,Electronics,South,9,10620,7673.07,2946.93
9/30/2024,Tablet,Electronics,East,2,2178,1603.6,574.4
5/12/2024,Monitor,Accessories,East,3,1671,1576.48,94.52
7/28/2024,Monitor,Accessories,East,3,2025,1669.41,355.59
11/1/2024,Mouse,Accessories,East,6,2886,2530.68,355.32
7/27/2024,Printer,Office,East,2,1868,1560.68,307.32
1/8/2023,Headphones,Accessories,East,4,3280,2453.06,826.94
5/18/2022,Tablet,Electronics,West,2,1768,1392.14,375.86
12/19/2022,Camera,Electronics,West,7,6937,5183.98,1753.02
9/21/2024,Smartwatch,Electronics,North,6,3012,2704.53,307.47
9/19/2024,Headphones,Accessories,South,3,777,629.07,147.93
2/16/2024,Smartphone,Electronics,East,6,4056,3603.86,452.14
11/29/2024,Printer,Office,South,4,3212,2697.08,514.92
8/3/2024,Smartwatch,Electronics,West,1,952,772.6,179.4
5/29/2022,Smartphone,Electronics,North,3,1674,1567.76,106.24
2/13/2024,Smartwatch,Electronics,East,5,4315,3295.09,1019.91
12/15/2023,Mouse,Accessories,North,7,1722,1559.61,162.39
9/14/2022,Keyboard,Accessories,South,5,2895,2560.65,334.35
7/28/2023,Tablet,Electronics,North,2,1280,944.78,335.22
4/10/2022,Headphones,Accessories,East,5,4295,3880.58,414.42
8/7/2022,Printer,Office,South,6,4434,4127.37,306.63
7/9/2022,Keyboard,Accessories,North,6,3816,3192.22,623.78
4/9/2024,Headphones,Accessories,East,7,6335,5197.92,1137.08
11/11/2024,Mouse,Accessories,West,3,315,236.59,78.41
11/27/2024,Camera,Electronics,East,2,626,457.18,168.82
5/23/2024,Smartwatch,Electronics,South,1,1140,1054.25,85.75
11/16/2022,Smartphone,Electronics,North,5,590,537.45,52.55
4/21/2022,Tablet,Electronics,East,1,631,531.69,99.31
9/4/2024,Monitor,Accessories,South,8,1944,1809.06,134.94
3/24/2024,Smartphone,Electronics,North,6,5100,3638.21,1461.79
9/24/2024,Keyboard,Accessories,South,6,1092,915.48,176.52
8/12/2023,Monitor,Accessories,West,7,4662,3654.57,1007.43
1/18/2023,Headphones,Accessories,West,7,4312,3223.66,1088.34
10/20/2022,Mouse,Accessories,North,6,4056,3240.9,815.1
11/23/2023,Headphones,Accessories,North,3,534,413.47,120.53
5/31/2023,Printer,Office,South,5,3475,2483.53,991.47
7/11/2023,Tablet,Electronics,South,5,4880,4050.97,829.03
10/25/2024,Tablet,Electronics,West,8,8336,7553.2,782.8
5/8/2023,Mouse,Accessories,North,8,9232,8741.34,490.66
1/7/2022,Smartphone,Electronics,South,3,2031,1564.75,466.25
1/10/2022,Smartwatch,Electronics,North,3,2412,1771.65,640.35
12/3/2023,Smartphone,Electronics,East,1,1039,901.76,137.24
1/3/2023,Camera,Electronics,West,6,696,595.22,100.78
6/26/2024,Laptop,Electronics,North,8,6160,4542.68,1617.32
12/15/2022,Camera,Electronics,East,3,447,388.6,58.4
4/29/2023,Keyboard,Accessories,West,6,6102,5737.18,364.82
4/3/2024,Camera,Electronics,South,9,5085,3712.17,1372.83
8/16/2024,Laptop,Electronics,North,7,3038,2879.18,158.82
3/11/2024,Headphones,Accessories,West,1,882,666.76,215.24
3/15/2023,Monitor,Accessories,West,6,2490,1769.94,720.06
8/5/2024,Camera,Electronics,North,1,635,533.91,101.09
7/5/2024,Laptop,Electronics,East,1,1083,930.5,152.5
8/10/2023,Keyboard,Accessories,West,6,720,575.74,144.26
9/17/2022,Printer,Office,West,3,3111,2728.48,382.52
4/9/2022,Smartwatch,Electronics,North,6,1242,1154.63,87.37
8/2/2023,Smartwatch,Electronics,West,5,5845,4866.25,978.75
3/29/2023,Smartwatch,Electronics,West,1,835,703.3,131.7
5/16/2022,Monitor,Accessories,South,2,2314,2008.58,305.42
2/4/2023,Smartwatch,Electronics,East,7,6041,5264.91,776.09
3/23/2022,Mouse,Accessories,North,3,369,349.78,19.22
8/12/2022,Tablet,Electronics,West,5,1635,1313.16,321.84
4/7/2022,Keyboard,Accessories,West,3,2067,1601.61,465.39
3/4/2022,Smartphone,Electronics,West,6,7128,6583.46,544.54
4/24/2024,Printer,Office,North,2,944,849.6,94.4
6/10/2022,Tablet,Electronics,East,5,5160,4461.85,698.15
6/18/2022,Smartphone,Electronics,West,8,8032,6044.18,1987.82
12/16/2024,Camera,Electronics,South,2,376,276.84,99.16
6/22/2024,Smartphone,Electronics,South,7,4144,3717.61,426.39
11/4/2024,Camera,Electronics,South,4,2228,1934.75,293.25
11/15/2022,Tablet,Electronics,West,1,1178,995.24,182.76
4/27/2024,Mouse,Accessories,North,5,2505,2201.39,303.61
2/28/2024,Smartwatch,Electronics,West,4,1872,1453.95,418.05
12/29/2023,Printer,Office,West,2,340,280.44,59.56
3/8/2023,Laptop,Electronics,West,1,589,430.15,158.85
12/12/2023,Laptop,Electronics,West,3,2598,2037.18,560.82
2/17/2022,Tablet,Electronics,North,1,502,409.69,92.31
1/24/2024,Laptop,Electronics,South,3,3576,3029.56,546.44
2/7/2023,Keyboard,Accessories,East,3,2412,1943.73,468.27
7/31/2024,Printer,Office,West,5,1145,900.28,244.72
2/3/2022,Keyboard,Accessories,West,2,2116,1956.7,159.3
12/16/2024,Laptop,Electronics,North,1,707,606.84,100.16
11/11/2022,Mouse,Accessories,South,9,657,547.61,109.39
10/14/2024,Laptop,Electronics,South,5,5345,4284.54,1060.46
1/27/2024,Tablet,Electronics,South,8,4032,3780.95,251.05
8/30/2022,Camera,Electronics,South,4,3840,3287.43,552.57
1/23/2023,Monitor,Accessories,East,5,575,527.65,47.35
1/2/2023,Laptop,Electronics,West,9,9315,7506.32,1808.68
11/25/2024,Mouse,Accessories,East,7,3423,2987.94,435.06
11/7/2023,Monitor,Accessories,South,6,3942,3193.26,748.74
7/15/2024,Laptop,Electronics,South,2,574,503.84,70.16
6/4/2024,Headphones,Accessories,North,6,3024,2687.72,336.28
3/2/2022,Headphones,Accessories,North,7,952,736.49,215.51
11/25/2023,Smartphone,Electronics,West,9,9090,8152.31,937.69
5/10/2022,Tablet,Electronics,West,2,1166,995.89,170.11
1/9/2024,Keyboard,Accessories,South,3,2925,2491.05,433.95
12/25/2023,Camera,Electronics,South,5,3455,2587.45,867.55
12/6/2022,Smartphone,Electronics,North,2,1614,1282.7,331.3
8/7/2024,Mouse,Accessories,West,7,1771,1599.74,171.26
1/6/2023,Printer,Office,South,6,5658,4153.03,1504.97
9/25/2024,Mouse,Accessories,East,9,8460,6944.94,1515.06
11/26/2023,Printer,Office,West,5,1925,1354.07,570.93
2/2/2024,Laptop,Electronics,North,6,2196,1623.83,572.17
7/5/2024,Keyboard,Accessories,East,2,1696,1195.44,500.56
11/16/2023,Printer,Office,South,9,6813,4846.34,1966.66
10/19/2024,Keyboard,Accessories,North,5,3670,2879.33,790.67
10/10/2024,Keyboard,Accessories,South,4,2936,2731.45,204.55
1/29/2024,Monitor,Accessories,West,5,5165,4881.4,283.6
9/6/2024,Camera,Electronics,East,5,5940,5472.69,467.31
6/7/2023,Smartwatch,Electronics,East,6,2664,2143.7,520.3
4/12/2024,Headphones,Accessories,East,2,1198,1063.61,134.39
8/22/2024,Headphones,Accessories,North,4,1340,1030.2,309.8
10/15/2022,Monitor,Accessories,East,9,9657,8423.53,1233.47
6/28/2022,Camera,Electronics,North,8,2592,2400.34,191.66
6/10/2023,Camera,Electronics,West,4,1168,1032.64,135.36
3/23/2023,Headphones,Accessories,South,8,5920,4678.73,1241.27
2/17/2022,Smartphone,Electronics,West,2,2260,1991.53,268.47
9/19/2023,Printer,Office,West,8,7016,5525.93,1490.07
3/29/2024,Headphones,Accessories,North,6,546,466.06,79.94
12/2/2024,Laptop,Electronics,East,1,839,610.28,228.72
7/24/2024,Tablet,Electronics,South,8,5176,4556.55,619.45
4/2/2023,Laptop,Electronics,West,4,280,255.1,24.9
12/28/2024,Monitor,Accessories,North,9,2097,1886.41,210.59
5/24/2024,Mouse,Accessories,West,6,4632,3832.84,799.16
2/9/2023,Keyboard,Accessories,North,4,1088,804.39,283.61
9/17/2023,Camera,Electronics,North,2,1314,922.45,391.55
5/7/2023,Mouse,Accessories,North,8,7960,7155.89,804.11
11/22/2023,Printer,Office,North,8,2856,2505.68,350.32
6/16/2022,Smartwatch,Electronics,West,4,1680,1294.08,385.92
11/20/2024,Monitor,Accessories,North,4,4464,3394.37,1069.63
6/8/2023,Smartphone,Electronics,East,6,2940,2755.03,184.97
6/12/2022,Monitor,Accessories,West,8,1272,927.55,344.45
11/21/2024,Printer,Office,East,6,1728,1480.14,247.86
9/6/2022,Monitor,Accessories,North,3,3153,2589.44,563.56
3/23/2024,Smartphone,Electronics,West,4,2536,2250.28,285.72
3/16/2022,Tablet,Electronics,South,3,2508,2076.47,431.53
10/18/2024,Tablet,Electronics,East,1,123,110.64,12.36
7/30/2023,Smartphone,Electronics,South,3,2379,2230.32,148.68
1/4/2023,Printer,Office,West,6,6924,5230.23,1693.77
5/31/2023,Smartwatch,Electronics,West,9,9054,8409.64,644.36
12/8/2023,Camera,Electronics,South,9,9936,7138.55,2797.45
12/21/2022,Smartphone,Electronics,East,1,393,351.95,41.05
8/19/2024,Printer,Office,East,2,308,272.68,35.32
10/26/2024,Tablet,Electronics,South,5,4900,4552.75,347.25
8/24/2024,Laptop,Electronics,South,1,927,823.05,103.95
11/23/2023,Keyboard,Accessories,East,1,266,243.58,22.42
11/4/2022,Printer,Office,South,5,4750,3570.44,1179.56
7/20/2024,Smartwatch,Electronics,East,8,3272,2811.18,460.82
12/10/2022,Mouse,Accessories,East,5,4350,3661.23,688.77
7/27/2024,Keyboard,Accessories,East,1,706,642.18,63.82
5/24/2024,Laptop,Electronics,North,3,213,182.32,30.68
10/25/2023,Smartphone,Electronics,East,2,1614,1237.69,376.31
